DISTRICT,BUILDING_TYPE,RENOVATION,SELLER_TYPE,TOTAL_PROPERTIES
Yuzhnoye Medvedkovo,modern_panel,no_renovation,owner,3
Donskoy,panel,designer,owner,3
Zyablikovo,stalin,no_renovation,agency,3
Yuzhnoye Medvedkovo,stalin,euro,owner,3
Khoroshyovsky,monolith,designer,agency,3
Fili-Davydkovo,monolith,designer,owner,3
Khovrino,khrushchev,designer,owner,3
Kotlovka,khrushchev,no_renovation,owner,3
Zapadnoye Degunino,stalin,euro,owner,3
Khamovniki,khrushchev,designer,agency,3
Arbat,modern_panel,designer,agency,3
Butyrsky,brick,designer,owner,3
Levoberezhny,brick,designer,owner,3
Sokol,khrushchev,euro,owner,3
Tsaritsyno,brick,designer,owner,3
Sosenskoye,monolith,designer,agency,3
Yuzhnoye Medvedkovo,stalin,designer,agency,3
Preobrazhenskoye,stalin,euro,owner,3
Khovrino,panel,designer,agency,3
Levoberezhny,modern_panel,designer,owner,3
Tverskoy,panel,no_renovation,owner,3
Severnoye Izmaylovo,stalin,no_renovation,owner,3
Cheryomushki,khrushchev,no_renovation,owner,3
Voronovskoye,modern_panel,no_renovation,owner,3
Dmitrovsky,brick,euro,owner,3
Biryulyovo Zapadnoye,monolith,designer,agency,3
Fili-Davydkovo,panel,designer,agency,3
Marfino,khrushchev,designer,owner,3
Mitino,khrushchev,euro,owner,3
Nagatinsky Zaton,panel,designer,owner,3
Kievsky,stalin,no_renovation,agency,3
Prospekt Vernadskogo,modern_panel,designer,owner,3
Obruchevsky,monolith,designer,owner,3
Nagatino-Sadovniki,brick,designer,owner,3
Aeroport,modern_panel,designer,owner,3
Butyrsky,modern_panel,designer,agency,3
Dorogomilovo,stalin,no_renovation,agency,3
Losinoostrovsky,brick,designer,owner,3
Dmitrovsky,khrushchev,designer,owner,3
Shchapovskoye,modern_panel,no_renovation,owner,3
Ochakovo-Matveyevskoye,modern_panel,designer,owner,3
Khoroshyovsky,khrushchev,designer,agency,3
Bogorodskoye,stalin,no_renovation,agency,3
Butyrsky,stalin,no_renovation,agency,3
Savyolovsky,stalin,no_renovation,owner,3
Donskoy,khrushchev,euro,owner,3
Zelenograd,khrushchev,euro,owner,3
Novo-Peredelkino,stalin,no_renovation,agency,3
Babushkinsky,stalin,cosmetic,owner,3
Otradnoye,stalin,cosmetic,owner,3
Klyonovskoye,brick,no_renovation,owner,3
Lomonosovsky,panel,designer,agency,3
Voskresenskoye,khrushchev,designer,owner,3
Troitsk,stalin,cosmetic,owner,3
Dmitrovsky,brick,designer,agency,3
Voronovskoye,stalin,euro,owner,3
Nagatino-Sadovniki,brick,no_renovation,owner,3
Nagorny,modern_panel,designer,owner,3
Kokoshkino,khrushchev,no_renovation,agency,3
Dmitrovsky,monolith,designer,owner,3
Molzhaninovsky,monolith,designer,owner,3
Prospekt Vernadskogo,khrushchev,no_renovation,owner,3
Chertanovo Tsentralnoye,panel,no_renovation,owner,3
Kievsky,stalin,euro,agency,3
Ryazanovskoye,brick,designer,agency,3
Otradnoye,modern_panel,designer,agency,3
Khamovniki,modern_panel,no_renovation,owner,3
Kokoshkino,stalin,euro,owner,3
Kotlovka,khrushchev,designer,owner,3
Bibirevo,monolith,designer,owner,3
Cheryomushki,monolith,designer,owner,3
Severnoye Medvedkovo,monolith,designer,owner,3
Yaroslavsky,stalin,designer,agency,3
Kurkino,stalin,designer,agency,3
Gagarinsky,monolith,designer,owner,3
Voskresenskoye,khrushchev,designer,agency,3
Severnoye Butovo,stalin,cosmetic,agency,3
Kosino-Ukhtomsky,panel,designer,agency,3
Shchukino,khrushchev,designer,owner,3
Beskudnikovsky,stalin,designer,owner,3
Konkovo,stalin,designer,owner,3
Kokoshkino,monolith,designer,owner,3
Marfino,panel,designer,owner,3
Vostochny,modern_panel,no_renovation,owner,3
Tyoply Stan,stalin,designer,agency,3
Beskudnikovsky,stalin,no_renovation,agency,3
Novokosino,monolith,designer,agency,3
Altufyevsky,stalin,no_renovation,agency,3
Ostankinsky,stalin,no_renovation,agency,3
Khoroshyovo-Mnyovniki,brick,designer,agency,3
Ryazanovskoye,monolith,designer,owner,3
Shchukino,stalin,euro,owner,3
Ivanovskoye,modern_panel,no_renovation,owner,3
Alekseevsky,stalin,no_renovation,owner,3
Zamoskvorechye,stalin,euro,owner,3
Arbat,panel,designer,owner,3
Novofyodorovskoye,stalin,cosmetic,owner,3
Mozhaysky,brick,euro,owner,3
Bibirevo,khrushchev,no_renovation,owner,3
Moskovsky,modern_panel,designer,agency,3
Tsaritsyno,panel,designer,owner,3
Biryulyovo Vostochnoye,monolith,designer,agency,3
Chertanovo Yuzhnoye,stalin,euro,owner,3
Timiryazevsky,stalin,cosmetic,owner,3
Novogireyevo,khrushchev,designer,agency,3
Metrogorodok,panel,no_renovation,owner,3
Severnoye Medvedkovo,stalin,euro,agency,3
Orekhovo-Borisovo Yuzhnoye,monolith,designer,owner,3
Golyanovo,khrushchev,cosmetic,owner,3
Novo-Peredelkino,khrushchev,designer,owner,3
Preobrazhenskoye,stalin,cosmetic,agency,3
Shcherbinka,modern_panel,designer,owner,2
Severnoye Butovo,modern_panel,designer,agency,2
Aeroport,brick,designer,agency,2
Alekseevsky,modern_panel,designer,owner,2
Kuntsevo,stalin,cosmetic,owner,2
Novofyodorovskoye,khrushchev,designer,agency,2
Kosino-Ukhtomsky,stalin,no_renovation,owner,2
Orekhovo-Borisovo Yuzhnoye,stalin,no_renovation,agency,2
Ochakovo-Matveyevskoye,panel,no_renovation,owner,2
Voskresenskoye,panel,designer,owner,2
Vostochny,panel,designer,owner,2
Gagarinsky,modern_panel,designer,owner,2
Alekseevsky,stalin,designer,owner,2
Filimonkovskoye,brick,designer,agency,2
Ryazanovskoye,panel,designer,owner,2
Filimonkovskoye,stalin,designer,owner,2
Orekhovo-Borisovo Severnoye,panel,designer,owner,2
Vnukovo,stalin,no_renovation,owner,2
Strogino,panel,designer,owner,2
Tyoply Stan,modern_panel,designer,owner,2
Tsaritsyno,stalin,no_renovation,agency,2
Danilovsky,modern_panel,designer,owner,2
Ryazanovskoye,stalin,designer,owner,2
Losinoostrovsky,stalin,designer,agency,2
Begovoy,modern_panel,no_renovation,owner,2
Kokoshkino,khrushchev,designer,owner,2
Ramenki,stalin,cosmetic,owner,2
Mosrentgen,monolith,designer,owner,2
Novofyodorovskoye,stalin,designer,agency,2
Aeroport,stalin,designer,agency,2
Chertanovo Yuzhnoye,modern_panel,designer,owner,2
Izmaylovo,brick,designer,owner,2
Tagansky,khrushchev,no_renovation,owner,2
Strogino,stalin,euro,owner,2
Sviblovo,modern_panel,designer,owner,2
Dmitrovsky,monolith,designer,agency,2
Savyolovsky,stalin,no_renovation,agency,2
Golovinsky,stalin,euro,owner,2
Pokrovskoye-Streshnevo,khrushchev,designer,owner,2
Tagansky,stalin,no_renovation,owner,2
Solntsevo,panel,designer,agency,2
Krylatskoye,monolith,designer,owner,2
Novokosino,panel,no_renovation,owner,2
Basmanny,panel,designer,owner,2
Yaroslavsky,khrushchev,designer,owner,2
Kosino-Ukhtomsky,khrushchev,designer,owner,2
Preobrazhenskoye,khrushchev,designer,owner,2
Ryazanovskoye,stalin,no_renovation,agency,2
Zamoskvorechye,monolith,designer,owner,2
Zelenograd,modern_panel,designer,owner,2
Lianozovo,brick,designer,owner,2
Voronovskoye,brick,designer,owner,2
Strogino,khrushchev,no_renovation,owner,2
Orekhovo-Borisovo Severnoye,stalin,euro,owner,2
Arbat,monolith,designer,agency,2
Krasnoselsky,brick,no_renovation,owner,2
Lianozovo,modern_panel,designer,owner,2
Severnoye Butovo,stalin,no_renovation,agency,2
Marfino,stalin,euro,owner,2
Novofyodorovskoye,stalin,euro,owner,2
Zapadnoye Degunino,khrushchev,no_renovation,owner,2
Khoroshyovo-Mnyovniki,khrushchev,designer,agency,2
Troparyovo-Nikulino,brick,no_renovation,owner,2
Marfino,stalin,no_renovation,owner,2
Izmaylovo,monolith,designer,owner,2
Zyuzino,monolith,designer,owner,2
Golovinsky,stalin,designer,agency,2
Shchukino,monolith,designer,owner,2
Begovoy,stalin,euro,owner,2
Khamovniki,panel,designer,owner,2
Khoroshyovsky,brick,designer,owner,2
Fili-Davydkovo,khrushchev,designer,owner,2
Zamoskvorechye,stalin,no_renovation,owner,2
Yakimanka,panel,designer,agency,2
Novogireyevo,brick,euro,owner,2
Biryulyovo Zapadnoye,brick,designer,agency,2
Severnoye Izmaylovo,stalin,cosmetic,owner,2
Yuzhnoye Butovo,modern_panel,designer,agency,2
Novofyodorovskoye,khrushchev,designer,owner,2
Chertanovo Severnoye,stalin,euro,agency,2
Vnukovo,stalin,designer,agency,2
Losinoostrovsky,brick,designer,agency,2
Tsaritsyno,stalin,designer,agency,2
Levoberezhny,khrushchev,no_renovation,owner,2
Krylatskoye,brick,designer,owner,2
Nagorny,stalin,designer,agency,2
Yuzhnoye Tushino,brick,designer,owner,2
Kievsky,brick,no_renovation,owner,2
Mozhaysky,stalin,euro,owner,2
Ostankinsky,khrushchev,designer,owner,2
Beskudnikovsky,stalin,no_renovation,owner,2
Presnensky,brick,designer,agency,2
Tsaritsyno,stalin,designer,owner,2
Maryina Roshcha,modern_panel,designer,owner,2
Maryina Roshcha,khrushchev,designer,owner,2
Khoroshyovo-Mnyovniki,stalin,cosmetic,owner,2
Moskovsky,stalin,euro,owner,2
Koptevo,panel,designer,owner,2
Otradnoye,stalin,no_renovation,owner,2
Butyrsky,stalin,euro,owner,2
Akademichesky,brick,designer,owner,2
Sokolinaya Gora,panel,designer,owner,2
Akademichesky,panel,designer,agency,2
Bogorodskoye,stalin,no_renovation,owner,2
Perovo,monolith,designer,owner,2
Sokolinaya Gora,khrushchev,designer,agency,2
Severny,khrushchev,euro,owner,2
Metrogorodok,brick,no_renovation,owner,2
Yuzhnoye Medvedkovo,stalin,no_renovation,owner,2
Krasnoselsky,stalin,designer,owner,2
Severnoye Medvedkovo,stalin,designer,agency,2
Severny,stalin,designer,agency,2
Kotlovka,stalin,no_renovation,agency,2
Mitino,brick,designer,agency,2
Maryina Roshcha,brick,designer,agency,2
Rostokino,stalin,euro,agency,2
Zyuzino,modern_panel,designer,owner,2
Nagorny,brick,designer,agency,2
Ivanovskoye,khrushchev,designer,owner,2
Filimonkovskoye,khrushchev,designer,owner,2
Vnukovo,brick,designer,agency,2
Ramenki,stalin,euro,owner,2
Shchapovskoye,stalin,designer,owner,2
Solntsevo,monolith,designer,owner,2
Mikhaylovo-Yartsevskoye,brick,designer,owner,2
Nagorny,panel,designer,agency,2
Otradnoye,modern_panel,designer,owner,2
Ostankinsky,stalin,no_renovation,owner,2
Shcherbinka,panel,no_renovation,owner,2
Fili-Davydkovo,khrushchev,no_renovation,owner,2
Levoberezhny,stalin,no_renovation,owner,2
Tverskoy,monolith,designer,owner,2
Metrogorodok,stalin,euro,owner,2
Vostochny,monolith,designer,owner,2
Solntsevo,stalin,no_renovation,owner,2
Novogireyevo,brick,designer,owner,2
Klyonovskoye,stalin,euro,owner,2
Novokosino,modern_panel,designer,owner,2
Sosenskoye,brick,designer,owner,2
Fili-Davydkovo,monolith,no_renovation,owner,2
Presnensky,stalin,designer,agency,2
Kuntsevo,panel,designer,owner,2
Severny,stalin,euro,owner,2
Zyuzino,khrushchev,designer,agency,2
Ostankinsky,monolith,designer,owner,2
Troitsk,modern_panel,designer,owner,2
Tagansky,stalin,designer,agency,2
Ramenki,monolith,no_renovation,owner,2
Arbat,monolith,designer,owner,2
Losinoostrovsky,stalin,designer,owner,2
Preobrazhenskoye,panel,no_renovation,owner,2
Desyonovskoye,brick,no_renovation,owner,2
Konkovo,brick,designer,owner,2
Golyanovo,modern_panel,no_renovation,owner,2
Moskovsky,stalin,cosmetic,owner,2
Rogovskoye,khrushchev,designer,owner,2
Troparyovo-Nikulino,panel,designer,agency,2
Marfino,stalin,designer,agency,2
Beskudnikovsky,modern_panel,designer,owner,2
Krasnopakhorskoye,stalin,euro,owner,2
Altufyevsky,brick,euro,owner,2
Mikhaylovo-Yartsevskoye,khrushchev,designer,owner,2
Vnukovskoye,khrushchev,no_renovation,owner,2
Veshnyaki,stalin,euro,agency,2
Shchapovskoye,modern_panel,designer,owner,2
Severnoye Medvedkovo,brick,designer,agency,2
Arbat,stalin,designer,owner,2
Mosrentgen,stalin,no_renovation,owner,2
Marushkinskoye,stalin,designer,owner,2
Chertanovo Severnoye,khrushchev,no_renovation,owner,2
Severny,brick,designer,owner,2
Mikhaylovo-Yartsevskoye,stalin,designer,owner,2
Vostochnoye Izmaylovo,stalin,cosmetic,owner,2
Novokosino,brick,designer,owner,2
Moskovsky,monolith,no_renovation,owner,2
Sosenskoye,stalin,euro,owner,2
Fili-Davydkovo,stalin,designer,owner,2
Chertanovo Tsentralnoye,stalin,designer,agency,2
Prospekt Vernadskogo,stalin,euro,owner,2
Chertanovo Severnoye,stalin,no_renovation,agency,2
Danilovsky,khrushchev,designer,owner,2
Novofyodorovskoye,panel,designer,owner,2
Zelenograd,khrushchev,no_renovation,owner,2
Khoroshyovo-Mnyovniki,stalin,no_renovation,owner,2
Severnoye Butovo,modern_panel,designer,owner,2
Kotlovka,stalin,no_renovation,owner,2
Obruchevsky,stalin,euro,agency,2
Meshchansky,stalin,no_renovation,owner,2
Mitino,stalin,euro,agency,2
Kurkino,monolith,designer,owner,2
Shchapovskoye,khrushchev,designer,owner,2
Chertanovo Yuzhnoye,monolith,designer,owner,2
Cheryomushki,stalin,euro,owner,2
Filyovsky Park,stalin,designer,owner,2
Orekhovo-Borisovo Severnoye,brick,designer,owner,2
Donskoy,brick,designer,owner,2
Sokolinaya Gora,brick,designer,owner,2
Savyolovsky,brick,no_renovation,owner,2
Khamovniki,khrushchev,designer,owner,2
Sviblovo,stalin,designer,agency,2
Krylatskoye,stalin,no_renovation,agency,2
Yuzhnoye Tushino,khrushchev,designer,agency,2
Bogorodskoye,stalin,designer,agency,2
Obruchevsky,monolith,no_renovation,owner,2
Solntsevo,stalin,no_renovation,agency,2
Khoroshyovsky,khrushchev,designer,owner,2
Novogireyevo,monolith,designer,owner,2
Mosrentgen,panel,designer,owner,2
Cheryomushki,stalin,designer,owner,2
Ramenki,khrushchev,designer,owner,2
Marushkinskoye,brick,designer,agency,2
Zamoskvorechye,stalin,cosmetic,owner,2
Voskresenskoye,stalin,euro,agency,2
Solntsevo,khrushchev,designer,agency,2
Dorogomilovo,khrushchev,designer,owner,2
Sosenskoye,brick,designer,agency,2
Nagatinsky Zaton,stalin,euro,agency,2
Kurkino,brick,designer,agency,2
Krasnopakhorskoye,stalin,no_renovation,agency,2
Tagansky,khrushchev,designer,owner,2
Khoroshyovo-Mnyovniki,brick,no_renovation,owner,2
Chertanovo Severnoye,panel,designer,owner,2
Yuzhnoye Medvedkovo,monolith,designer,owner,2
Begovoy,monolith,designer,owner,2
Vostochny,stalin,euro,owner,2
Krylatskoye,modern_panel,designer,owner,2
Pervomayskoye,monolith,designer,owner,2
Biryulyovo Vostochnoye,monolith,designer,owner,2
Sokolniki,khrushchev,designer,agency,2
Severnoye Butovo,monolith,designer,owner,2
Pokrovskoye-Streshnevo,brick,designer,owner,2
Novogireyevo,monolith,no_renovation,owner,2
Zelenograd,stalin,designer,agency,2
Sokolinaya Gora,monolith,designer,owner,2
Kokoshkino,modern_panel,designer,agency,2
Fili-Davydkovo,khrushchev,euro,owner,2
Vnukovskoye,panel,designer,owner,2
Tyoply Stan,stalin,no_renovation,owner,2
Novokosino,modern_panel,designer,agency,2
Yuzhnoye Butovo,modern_panel,designer,owner,2
Kievsky,brick,designer,owner,2
Sokolinaya Gora,brick,euro,owner,2
Voykovsky,stalin,designer,owner,2
Beskudnikovsky,stalin,euro,owner,2
Ostankinsky,panel,euro,owner,2
Biryulyovo Zapadnoye,monolith,designer,owner,2
Strogino,panel,designer,agency,2
Yuzhnoye Butovo,stalin,designer,agency,2
Troitsk,panel,designer,owner,2
Voykovsky,stalin,no_renovation,agency,2
Khoroshyovo-Mnyovniki,monolith,designer,agency,2
Desyonovskoye,stalin,designer,owner,2
Krasnopakhorskoye,panel,designer,owner,2
Babushkinsky,monolith,designer,agency,2
Konkovo,stalin,cosmetic,owner,2
Nagorny,stalin,designer,owner,2
Koptevo,stalin,no_renovation,owner,2
Danilovsky,panel,designer,agency,2
Bibirevo,stalin,designer,owner,2
Yakimanka,khrushchev,no_renovation,owner,2
Kosino-Ukhtomsky,khrushchev,cosmetic,owner,2
Cheryomushki,brick,designer,owner,2
Konkovo,khrushchev,designer,owner,2
Vnukovo,stalin,cosmetic,owner,2
Lianozovo,stalin,no_renovation,owner,2
Voskresenskoye,stalin,no_renovation,owner,2
Troitsk,stalin,designer,owner,2
Moskvorechye-Saburovo,brick,designer,owner,2
Savyolovsky,panel,designer,owner,2
Akademichesky,monolith,no_renovation,owner,2
Voskresenskoye,stalin,cosmetic,owner,2
Tsaritsyno,modern_panel,no_renovation,owner,2
Perovo,panel,designer,agency,2
Shchukino,monolith,no_renovation,owner,2
Timiryazevsky,brick,designer,owner,2
Veshnyaki,modern_panel,no_renovation,owner,2
Chertanovo Severnoye,stalin,no_renovation,owner,2
Kuntsevo,brick,designer,owner,2
Vostochnoye Izmaylovo,panel,designer,owner,2
Metrogorodok,brick,designer,owner,2
Gagarinsky,panel,designer,owner,2
Ryazanovskoye,stalin,designer,agency,2
Veshnyaki,khrushchev,designer,owner,2
Mitino,khrushchev,designer,agency,2
Khoroshyovsky,stalin,euro,owner,2
Timiryazevsky,monolith,designer,owner,2
Filyovsky Park,stalin,cosmetic,agency,2
Nagatinsky Zaton,khrushchev,designer,owner,2
Novo-Peredelkino,khrushchev,no_renovation,owner,2
Kurkino,khrushchev,designer,owner,2
Pervomayskoye,khrushchev,designer,agency,2
Yakimanka,stalin,no_renovation,owner,2
Savyolovsky,stalin,euro,owner,2
Yuzhnoye Butovo,stalin,cosmetic,owner,2
Zyuzino,modern_panel,designer,agency,2
Troparyovo-Nikulino,panel,designer,owner,2
Metrogorodok,stalin,euro,agency,2
Aeroport,brick,designer,owner,2
Chertanovo Tsentralnoye,modern_panel,designer,owner,2
Khamovniki,monolith,no_renovation,owner,2
Beskudnikovsky,panel,designer,owner,2
Sokol,modern_panel,designer,owner,2
Moskovsky,stalin,no_renovation,owner,2
Khovrino,modern_panel,designer,owner,2
Lianozovo,stalin,no_renovation,agency,2
Tverskoy,stalin,no_renovation,owner,2
Babushkinsky,monolith,designer,owner,2
Strogino,modern_panel,designer,owner,2
Ochakovo-Matveyevskoye,stalin,designer,owner,2
Lianozovo,khrushchev,designer,owner,2
Pokrovskoye-Streshnevo,stalin,designer,agency,2
Severnoye Medvedkovo,brick,designer,owner,2
Fili-Davydkovo,khrushchev,designer,agency,2
Zyuzino,khrushchev,designer,owner,2
Biryulyovo Zapadnoye,khrushchev,designer,owner,2
Kokoshkino,monolith,designer,agency,2
Yasenevo,modern_panel,designer,owner,2
Filyovsky Park,modern_panel,designer,owner,2
Chertanovo Yuzhnoye,panel,designer,agency,2
Basmanny,stalin,cosmetic,owner,2
Vnukovskoye,monolith,designer,owner,2
Kosino-Ukhtomsky,modern_panel,designer,owner,2
Marushkinskoye,stalin,no_renovation,agency,2
Pervomayskoye,monolith,no_renovation,owner,2
Voykovsky,stalin,no_renovation,owner,2
Pokrovskoye-Streshnevo,modern_panel,designer,owner,2
Molzhaninovsky,brick,designer,agency,2
Vostochny,stalin,euro,agency,2
Shchukino,brick,designer,owner,2
Begovoy,khrushchev,designer,owner,2
Marushkinskoye,modern_panel,designer,owner,2
Nagatinsky Zaton,brick,no_renovation,owner,2
Zapadnoye Degunino,stalin,cosmetic,owner,2
Khamovniki,stalin,designer,agency,2
Vostochny,stalin,designer,agency,2
Marushkinskoye,stalin,no_renovation,owner,2
Shchapovskoye,panel,designer,owner,2
Koptevo,brick,designer,owner,2
Filyovsky Park,stalin,euro,owner,2
Khoroshyovo-Mnyovniki,monolith,designer,owner,2
Fili-Davydkovo,modern_panel,designer,agency,2
Mozhaysky,stalin,designer,owner,2
Sokolinaya Gora,monolith,euro,owner,2
Tyoply Stan,brick,designer,owner,2
Troitsk,monolith,no_renovation,owner,2
Perovo,monolith,designer,agency,2
Zyuzino,brick,designer,owner,2
Troitsk,brick,designer,owner,2
Preobrazhenskoye,stalin,no_renovation,owner,2
Preobrazhenskoye,monolith,no_renovation,owner,2
Troparyovo-Nikulino,monolith,designer,owner,2
Nagatino-Sadovniki,brick,designer,agency,2
Altufyevsky,monolith,designer,owner,2
Severnoye Tushino,stalin,designer,agency,2
Sokolinaya Gora,khrushchev,no_renovation,agency,2
Brateyevo,brick,designer,owner,2
Konkovo,panel,designer,owner,2
Filyovsky Park,stalin,no_renovation,owner,2
Timiryazevsky,khrushchev,designer,agency,2
Marushkinskoye,stalin,euro,owner,2
Meshchansky,brick,no_renovation,agency,2
Vostochnoye Izmaylovo,monolith,designer,owner,2
Ramenki,khrushchev,no_renovation,owner,2
Nagatinsky Zaton,khrushchev,euro,owner,2
Dorogomilovo,brick,designer,owner,2
Fili-Davydkovo,stalin,designer,agency,2
Chertanovo Severnoye,stalin,designer,agency,2
Severny,khrushchev,designer,agency,2
Altufyevsky,panel,designer,owner,2
Butyrsky,modern_panel,designer,owner,2
Sosenskoye,monolith,designer,owner,2
Moskvorechye-Saburovo,khrushchev,designer,owner,2
Yuzhnoye Butovo,khrushchev,designer,owner,2
Troitsk,modern_panel,designer,agency,2
Ryazanovskoye,stalin,no_renovation,owner,2
Sokolinaya Gora,stalin,euro,owner,2
Marfino,stalin,no_renovation,agency,2
Orekhovo-Borisovo Severnoye,brick,cosmetic,owner,2
Basmanny,stalin,designer,owner,2
Fili-Davydkovo,stalin,cosmetic,owner,2
Lomonosovsky,monolith,no_renovation,owner,2
Arbat,stalin,designer,agency,2
Tverskoy,panel,designer,owner,2
Vnukovo,khrushchev,designer,agency,2
Gagarinsky,stalin,no_renovation,owner,2
Khamovniki,monolith,designer,owner,2
Veshnyaki,brick,designer,owner,2
Pokrovskoye-Streshnevo,brick,no_renovation,owner,2
Meshchansky,modern_panel,designer,owner,2
Krasnoselsky,brick,designer,owner,2
Khoroshyovsky,stalin,no_renovation,agency,2
Shcherbinka,stalin,no_renovation,agency,2
Donskoy,stalin,euro,owner,2
Severnoye Butovo,stalin,euro,owner,2
Zelenograd,monolith,no_renovation,owner,2
Lianozovo,khrushchev,no_renovation,owner,2
Ostankinsky,modern_panel,designer,agency,2
Lomonosovsky,panel,no_renovation,owner,2
Izmaylovo,khrushchev,designer,agency,2
Ochakovo-Matveyevskoye,brick,designer,owner,2
Ostankinsky,panel,designer,owner,2
Dorogomilovo,stalin,no_renovation,owner,2
Veshnyaki,brick,designer,agency,2
