DISTRICT,BUILDING_TYPE,ROOMS,TO_CENTER_KM,AVG_PRICE_PER_SQM
Shchapovskoye,stalin,1,44.81,68600.00
Shchapovskoye,panel,2,44.81,50000.00
Pervomayskoye,modern_panel,3,44.81,65300.00
Pervomayskoye,panel,1,44.82,60100.00
Mikhaylovo-Yartsevskoye,brick,1,44.83,53000.00
Mikhaylovo-Yartsevskoye,khrushchev,4,44.83,53500.00
Shchapovskoye,modern_panel,1,44.83,46600.00
Shchapovskoye,panel,4,44.83,44300.00
Shchapovskoye,modern_panel,2,44.84,42900.00
Mikhaylovo-Yartsevskoye,khrushchev,1,44.85,51400.00
Mikhaylovo-Yartsevskoye,brick,1,44.85,57600.00
Mikhaylovo-Yartsevskoye,monolith,2,44.85,75400.00
Mikhaylovo-Yartsevskoye,stalin,3,44.88,63800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.89,52200.00
Mikhaylovo-Yartsevskoye,panel,1,44.89,49200.00
Shchapovskoye,brick,2,44.89,63600.00
Mikhaylovo-Yartsevskoye,khrushchev,3,44.92,45000.00
Mikhaylovo-Yartsevskoye,khrushchev,2,44.92,49800.00
Mikhaylovo-Yartsevskoye,monolith,3,44.92,71500.00
Mikhaylovo-Yartsevskoye,khrushchev,3,44.96,52700.00
Pervomayskoye,brick,2,44.96,49500.00
Mikhaylovo-Yartsevskoye,monolith,2,44.97,65600.00
Mikhaylovo-Yartsevskoye,brick,3,44.98,57700.00
Shchapovskoye,brick,2,44.99,87600.00
Mikhaylovo-Yartsevskoye,modern_panel,3,44.99,44700.00
Mikhaylovo-Yartsevskoye,brick,4,45.02,56800.00
Mikhaylovo-Yartsevskoye,monolith,1,45.04,52300.00
Shchapovskoye,stalin,5,45.04,68800.00
Mikhaylovo-Yartsevskoye,monolith,1,45.05,74300.00
Mikhaylovo-Yartsevskoye,stalin,2,45.06,62300.00
Mikhaylovo-Yartsevskoye,panel,2,45.08,47700.00
Mikhaylovo-Yartsevskoye,monolith,1,45.09,60400.00
Mikhaylovo-Yartsevskoye,khrushchev,3,45.09,41400.00
Shchapovskoye,stalin,2,45.11,64800.00
Mikhaylovo-Yartsevskoye,brick,1,45.13,50600.00
Mikhaylovo-Yartsevskoye,panel,2,45.13,39500.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.14,53100.00
Mikhaylovo-Yartsevskoye,monolith,1,45.16,78600.00
Mikhaylovo-Yartsevskoye,khrushchev,4,45.16,42200.00
Shchapovskoye,brick,2,45.17,51500.00
Pervomayskoye,khrushchev,4,45.19,33400.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.2,56100.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.21,50100.00
Shchapovskoye,modern_panel,1,45.21,55800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.22,45700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.22,72700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.24,45200.00
Mikhaylovo-Yartsevskoye,monolith,4,45.24,77500.00
Shchapovskoye,panel,5,45.25,39600.00
Mikhaylovo-Yartsevskoye,monolith,1,45.25,67700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.25,64600.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.26,45200.00
Mikhaylovo-Yartsevskoye,panel,2,45.26,61900.00
Pervomayskoye,khrushchev,1,45.26,45000.00
Shchapovskoye,brick,2,45.27,66000.00
Mikhaylovo-Yartsevskoye,brick,1,45.28,62500.00
Mikhaylovo-Yartsevskoye,monolith,3,45.29,56200.00
Shchapovskoye,modern_panel,2,45.3,45400.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.3,27800.00
Mikhaylovo-Yartsevskoye,monolith,2,45.31,93200.00
Mikhaylovo-Yartsevskoye,brick,1,45.32,64700.00
Pervomayskoye,modern_panel,2,45.32,93100.00
Mikhaylovo-Yartsevskoye,khrushchev,1,45.33,41600.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.34,48600.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.38,34500.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.39,56900.00
Mikhaylovo-Yartsevskoye,panel,1,45.39,47100.00
Mikhaylovo-Yartsevskoye,panel,1,45.4,68500.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.4,66600.00
Mikhaylovo-Yartsevskoye,monolith,1,45.4,46000.00
Mikhaylovo-Yartsevskoye,panel,3,45.42,55800.00
Pervomayskoye,modern_panel,1,45.42,40700.00
Pervomayskoye,brick,4,45.43,48800.00
Mikhaylovo-Yartsevskoye,brick,2,45.43,92000.00
Mikhaylovo-Yartsevskoye,stalin,2,45.44,54800.00
Mikhaylovo-Yartsevskoye,panel,2,45.45,53500.00
Pervomayskoye,monolith,2,45.46,63400.00
Mikhaylovo-Yartsevskoye,monolith,1,45.46,71200.00
Mikhaylovo-Yartsevskoye,khrushchev,1,45.46,49000.00
Pervomayskoye,brick,2,45.47,55500.00
Shchapovskoye,brick,1,45.48,68400.00
Mikhaylovo-Yartsevskoye,panel,3,45.5,44400.00
Mikhaylovo-Yartsevskoye,brick,1,45.5,69400.00
Mikhaylovo-Yartsevskoye,brick,2,45.51,53800.00
Mikhaylovo-Yartsevskoye,brick,3,45.51,57700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.51,56000.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.51,52000.00
Mikhaylovo-Yartsevskoye,panel,3,45.53,62400.00
Mikhaylovo-Yartsevskoye,monolith,2,45.53,73600.00
Mikhaylovo-Yartsevskoye,panel,2,45.53,32100.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.54,42200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.55,77700.00
Mikhaylovo-Yartsevskoye,panel,2,45.56,53900.00
Mikhaylovo-Yartsevskoye,brick,2,45.58,42700.00
Mikhaylovo-Yartsevskoye,brick,3,45.58,36600.00
Mikhaylovo-Yartsevskoye,monolith,3,45.59,44700.00
Pervomayskoye,panel,1,45.59,53700.00
Shchapovskoye,monolith,3,45.6,55600.00
Mikhaylovo-Yartsevskoye,khrushchev,1,45.61,44900.00
Mikhaylovo-Yartsevskoye,panel,2,45.61,59100.00
Shchapovskoye,modern_panel,5,45.62,53800.00
Mikhaylovo-Yartsevskoye,monolith,2,45.62,39000.00
Pervomayskoye,brick,3,45.63,72600.00
Mikhaylovo-Yartsevskoye,panel,2,45.63,50000.00
Pervomayskoye,brick,2,45.64,67600.00
Mikhaylovo-Yartsevskoye,brick,3,45.64,60000.00
Mikhaylovo-Yartsevskoye,stalin,2,45.66,55500.00
Mikhaylovo-Yartsevskoye,panel,3,45.67,45550.00
Pervomayskoye,khrushchev,5,45.67,49200.00
Mikhaylovo-Yartsevskoye,monolith,3,45.67,53100.00
Pervomayskoye,khrushchev,1,45.68,37300.00
Pervomayskoye,brick,2,45.68,44000.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.69,46300.00
Mikhaylovo-Yartsevskoye,stalin,3,45.69,55800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.7,29900.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.7,51800.00
Mikhaylovo-Yartsevskoye,panel,2,45.7,37300.00
Mikhaylovo-Yartsevskoye,brick,3,45.71,75000.00
Mikhaylovo-Yartsevskoye,brick,2,45.71,59800.00
Mikhaylovo-Yartsevskoye,monolith,2,45.71,43700.00
Pervomayskoye,khrushchev,1,45.72,50200.00
Mikhaylovo-Yartsevskoye,monolith,4,45.73,43400.00
Mikhaylovo-Yartsevskoye,panel,2,45.74,54000.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.74,34000.00
Mikhaylovo-Yartsevskoye,monolith,1,45.76,89600.00
Mikhaylovo-Yartsevskoye,panel,2,45.76,49300.00
Pervomayskoye,panel,1,45.76,38900.00
Mikhaylovo-Yartsevskoye,monolith,2,45.77,57000.00
Mikhaylovo-Yartsevskoye,panel,2,45.79,37400.00
Pervomayskoye,modern_panel,1,45.79,78500.00
Pervomayskoye,modern_panel,3,45.79,58800.00
Mikhaylovo-Yartsevskoye,modern_panel,3,45.8,80900.00
Mikhaylovo-Yartsevskoye,panel,1,45.8,40700.00
Pervomayskoye,khrushchev,3,45.82,59200.00
Mikhaylovo-Yartsevskoye,monolith,1,45.82,73900.00
Mikhaylovo-Yartsevskoye,brick,2,45.82,40900.00
Mikhaylovo-Yartsevskoye,panel,2,45.83,65900.00
Mikhaylovo-Yartsevskoye,panel,2,45.84,38000.00
Pervomayskoye,panel,2,45.84,51200.00
Pervomayskoye,khrushchev,1,45.85,42800.00
Mikhaylovo-Yartsevskoye,khrushchev,3,45.85,47500.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.85,44900.00
Pervomayskoye,panel,2,45.86,48600.00
Mikhaylovo-Yartsevskoye,modern_panel,1,45.86,70100.00
Mikhaylovo-Yartsevskoye,brick,2,45.88,70900.00
Mikhaylovo-Yartsevskoye,stalin,4,45.88,41300.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.9,49700.00
Mikhaylovo-Yartsevskoye,monolith,5,45.91,62700.00
Mikhaylovo-Yartsevskoye,panel,4,45.92,58100.00
Pervomayskoye,modern_panel,2,45.93,59000.00
Mikhaylovo-Yartsevskoye,panel,2,45.94,57600.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.95,58400.00
Pervomayskoye,panel,3,45.96,60300.00
Mikhaylovo-Yartsevskoye,modern_panel,4,45.96,58700.00
Mikhaylovo-Yartsevskoye,khrushchev,3,45.96,43000.00
Mikhaylovo-Yartsevskoye,modern_panel,2,45.98,57100.00
Mikhaylovo-Yartsevskoye,khrushchev,1,45.98,36500.00
Pervomayskoye,khrushchev,3,45.98,41100.00
Mikhaylovo-Yartsevskoye,modern_panel,4,45.98,79600.00
Mikhaylovo-Yartsevskoye,khrushchev,2,45.98,46200.00
Mikhaylovo-Yartsevskoye,panel,4,45.99,55300.00
Pervomayskoye,khrushchev,2,45.99,55400.00
Pervomayskoye,monolith,3,46,64300.00
Mikhaylovo-Yartsevskoye,panel,2,46.01,43400.00
Mikhaylovo-Yartsevskoye,monolith,2,46.01,54900.00
Pervomayskoye,panel,2,46.01,47700.00
Pervomayskoye,monolith,2,46.03,74400.00
Pervomayskoye,monolith,3,46.04,84200.00
Mikhaylovo-Yartsevskoye,panel,5,46.04,71300.00
Mikhaylovo-Yartsevskoye,panel,3,46.04,47100.00
Mikhaylovo-Yartsevskoye,khrushchev,5,46.05,36400.00
Mikhaylovo-Yartsevskoye,panel,2,46.05,53800.00
Mikhaylovo-Yartsevskoye,monolith,1,46.07,68550.00
Mikhaylovo-Yartsevskoye,khrushchev,4,46.07,39000.00
Pervomayskoye,stalin,4,46.07,64800.00
Pervomayskoye,brick,1,46.08,80800.00
Mikhaylovo-Yartsevskoye,panel,2,46.1,46100.00
Mikhaylovo-Yartsevskoye,brick,2,46.1,43400.00
Mikhaylovo-Yartsevskoye,brick,2,46.11,62000.00
Pervomayskoye,khrushchev,1,46.12,41200.00
Mikhaylovo-Yartsevskoye,brick,1,46.14,76800.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.15,42900.00
Mikhaylovo-Yartsevskoye,panel,2,46.15,69500.00
Mikhaylovo-Yartsevskoye,khrushchev,1,46.16,43600.00
Pervomayskoye,stalin,1,46.16,60900.00
Mikhaylovo-Yartsevskoye,monolith,2,46.17,76200.00
Pervomayskoye,stalin,3,46.17,67000.00
Mikhaylovo-Yartsevskoye,monolith,2,46.18,43400.00
Mikhaylovo-Yartsevskoye,brick,2,46.18,54700.00
Pervomayskoye,panel,1,46.18,64100.00
Mikhaylovo-Yartsevskoye,khrushchev,3,46.2,44000.00
Mikhaylovo-Yartsevskoye,stalin,2,46.2,76100.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.2,41600.00
Pervomayskoye,modern_panel,1,46.21,60200.00
Pervomayskoye,modern_panel,2,46.22,67300.00
Pervomayskoye,khrushchev,1,46.22,50850.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.23,60400.00
Pervomayskoye,panel,2,46.23,56400.00
Mikhaylovo-Yartsevskoye,stalin,1,46.24,51100.00
Mikhaylovo-Yartsevskoye,modern_panel,3,46.24,41700.00
Mikhaylovo-Yartsevskoye,panel,1,46.25,32000.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.25,40600.00
Pervomayskoye,modern_panel,3,46.25,56100.00
Pervomayskoye,panel,2,46.26,53300.00
Pervomayskoye,khrushchev,2,46.26,46500.00
Mikhaylovo-Yartsevskoye,monolith,2,46.27,51600.00
Pervomayskoye,khrushchev,1,46.27,37800.00
Mikhaylovo-Yartsevskoye,khrushchev,3,46.28,45000.00
Pervomayskoye,panel,2,46.28,50800.00
Mikhaylovo-Yartsevskoye,monolith,3,46.28,52500.00
Mikhaylovo-Yartsevskoye,brick,1,46.29,65100.00
Pervomayskoye,panel,2,46.3,53300.00
Mikhaylovo-Yartsevskoye,panel,4,46.3,52400.00
Pervomayskoye,brick,2,46.3,64000.00
Mikhaylovo-Yartsevskoye,panel,2,46.3,45200.00
Pervomayskoye,modern_panel,3,46.3,52300.00
Mikhaylovo-Yartsevskoye,brick,2,46.3,48100.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.31,49500.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.31,65000.00
Pervomayskoye,monolith,2,46.31,58500.00
Mikhaylovo-Yartsevskoye,panel,2,46.31,60800.00
Mikhaylovo-Yartsevskoye,monolith,2,46.31,64900.00
Mikhaylovo-Yartsevskoye,stalin,2,46.31,66600.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.31,78800.00
Pervomayskoye,brick,3,46.32,47300.00
Mikhaylovo-Yartsevskoye,panel,2,46.33,58000.00
Mikhaylovo-Yartsevskoye,monolith,1,46.33,40900.00
Mikhaylovo-Yartsevskoye,khrushchev,3,46.34,45900.00
Mikhaylovo-Yartsevskoye,khrushchev,4,46.34,67200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.34,56300.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.36,42600.00
Pervomayskoye,brick,2,46.37,66000.00
Pervomayskoye,panel,2,46.38,50700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.38,56800.00
Pervomayskoye,modern_panel,4,46.38,59400.00
Mikhaylovo-Yartsevskoye,panel,1,46.38,59200.00
Pervomayskoye,khrushchev,2,46.38,44100.00
Pervomayskoye,monolith,3,46.39,101400.00
Mikhaylovo-Yartsevskoye,panel,2,46.39,48800.00
Mikhaylovo-Yartsevskoye,panel,2,46.4,54800.00
Mikhaylovo-Yartsevskoye,brick,1,46.4,65500.00
Pervomayskoye,khrushchev,2,46.4,39600.00
Mikhaylovo-Yartsevskoye,panel,1,46.41,35700.00
Mikhaylovo-Yartsevskoye,monolith,1,46.42,50500.00
Pervomayskoye,monolith,3,46.43,80200.00
Mikhaylovo-Yartsevskoye,brick,1,46.44,60100.00
Mikhaylovo-Yartsevskoye,khrushchev,1,46.44,33300.00
Mikhaylovo-Yartsevskoye,modern_panel,4,46.44,63200.00
Mikhaylovo-Yartsevskoye,panel,3,46.44,38400.00
Mikhaylovo-Yartsevskoye,modern_panel,4,46.45,54500.00
Pervomayskoye,brick,1,46.45,69900.00
Mikhaylovo-Yartsevskoye,monolith,2,46.45,52300.00
Pervomayskoye,khrushchev,4,46.46,48600.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.46,48600.00
Pervomayskoye,panel,4,46.46,71100.00
Mikhaylovo-Yartsevskoye,brick,2,46.48,58000.00
Pervomayskoye,monolith,2,46.48,55300.00
Pervomayskoye,stalin,3,46.48,68300.00
Pervomayskoye,modern_panel,3,46.48,50800.00
Mikhaylovo-Yartsevskoye,khrushchev,1,46.48,40300.00
Mikhaylovo-Yartsevskoye,brick,5,46.49,53100.00
Mikhaylovo-Yartsevskoye,brick,3,46.49,46200.00
Mikhaylovo-Yartsevskoye,monolith,2,46.51,55700.00
Mikhaylovo-Yartsevskoye,panel,2,46.51,53000.00
Mikhaylovo-Yartsevskoye,monolith,3,46.52,51800.00
Pervomayskoye,panel,1,46.53,66700.00
Pervomayskoye,brick,2,46.53,58400.00
Mikhaylovo-Yartsevskoye,panel,3,46.54,56700.00
Mikhaylovo-Yartsevskoye,monolith,1,46.55,49700.00
Pervomayskoye,panel,1,46.55,54000.00
Pervomayskoye,panel,4,46.55,54600.00
Pervomayskoye,brick,1,46.56,54900.00
Mikhaylovo-Yartsevskoye,khrushchev,1,46.56,47200.00
Pervomayskoye,brick,2,46.57,81900.00
Pervomayskoye,panel,1,46.58,55300.00
Mikhaylovo-Yartsevskoye,brick,2,46.58,69000.00
Mikhaylovo-Yartsevskoye,brick,4,46.59,45500.00
Mikhaylovo-Yartsevskoye,monolith,1,46.6,76900.00
Mikhaylovo-Yartsevskoye,brick,3,46.6,70000.00
Pervomayskoye,khrushchev,3,46.61,60500.00
Mikhaylovo-Yartsevskoye,brick,2,46.62,62400.00
Mikhaylovo-Yartsevskoye,modern_panel,3,46.62,58100.00
Pervomayskoye,modern_panel,1,46.63,53900.00
Mikhaylovo-Yartsevskoye,monolith,2,46.63,66000.00
Mikhaylovo-Yartsevskoye,brick,3,46.65,59900.00
Pervomayskoye,panel,1,46.65,66400.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.65,63600.00
Pervomayskoye,panel,1,46.66,45800.00
Pervomayskoye,khrushchev,2,46.68,52800.00
Pervomayskoye,modern_panel,5,46.68,54900.00
Mikhaylovo-Yartsevskoye,panel,2,46.68,53400.00
Pervomayskoye,stalin,5,46.69,94700.00
Pervomayskoye,monolith,3,46.69,46100.00
Mikhaylovo-Yartsevskoye,monolith,2,46.7,44700.00
Pervomayskoye,brick,4,46.7,72700.00
Mikhaylovo-Yartsevskoye,monolith,2,46.71,81500.00
Mikhaylovo-Yartsevskoye,brick,2,46.71,60100.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.71,49000.00
Pervomayskoye,modern_panel,1,46.71,63100.00
Mikhaylovo-Yartsevskoye,khrushchev,3,46.72,53200.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.72,66400.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.74,60800.00
Mikhaylovo-Yartsevskoye,modern_panel,3,46.74,68500.00
Pervomayskoye,panel,3,46.75,53800.00
Mikhaylovo-Yartsevskoye,monolith,2,46.75,44500.00
Pervomayskoye,khrushchev,1,46.75,45600.00
Mikhaylovo-Yartsevskoye,stalin,4,46.75,84400.00
Mikhaylovo-Yartsevskoye,modern_panel,3,46.75,44300.00
Pervomayskoye,panel,4,46.76,37200.00
Pervomayskoye,modern_panel,1,46.76,50900.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.76,60500.00
Pervomayskoye,modern_panel,1,46.77,32900.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.77,50700.00
Mikhaylovo-Yartsevskoye,panel,2,46.77,47800.00
Pervomayskoye,stalin,1,46.78,54800.00
Mikhaylovo-Yartsevskoye,monolith,3,46.78,77700.00
Pervomayskoye,khrushchev,3,46.78,46400.00
Pervomayskoye,khrushchev,2,46.78,42200.00
Mikhaylovo-Yartsevskoye,modern_panel,4,46.79,63400.00
Pervomayskoye,modern_panel,3,46.79,74600.00
Pervomayskoye,brick,3,46.8,47300.00
Mikhaylovo-Yartsevskoye,modern_panel,1,46.8,60300.00
Pervomayskoye,panel,2,46.8,49000.00
Mikhaylovo-Yartsevskoye,panel,2,46.8,58600.00
Pervomayskoye,modern_panel,2,46.81,52300.00
Pervomayskoye,panel,2,46.81,74500.00
Mikhaylovo-Yartsevskoye,brick,2,46.82,64850.00
Mikhaylovo-Yartsevskoye,brick,1,46.82,73700.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.82,55500.00
Pervomayskoye,monolith,1,46.83,58600.00
Pervomayskoye,khrushchev,5,46.83,34600.00
Mikhaylovo-Yartsevskoye,panel,2,46.83,38300.00
Pervomayskoye,stalin,2,46.84,62600.00
Mikhaylovo-Yartsevskoye,modern_panel,5,46.84,34900.00
Mikhaylovo-Yartsevskoye,khrushchev,1,46.84,39100.00
Pervomayskoye,brick,1,46.85,53400.00
Pervomayskoye,modern_panel,3,46.85,58500.00
Mikhaylovo-Yartsevskoye,panel,2,46.86,62000.00
Mikhaylovo-Yartsevskoye,brick,2,46.86,44000.00
Mikhaylovo-Yartsevskoye,panel,1,46.86,52800.00
Mikhaylovo-Yartsevskoye,stalin,3,46.86,78900.00
Pervomayskoye,stalin,2,46.86,48200.00
Pervomayskoye,panel,2,46.86,57300.00
Mikhaylovo-Yartsevskoye,monolith,2,46.88,58900.00
Pervomayskoye,panel,2,46.89,45350.00
Pervomayskoye,modern_panel,3,46.89,62500.00
Mikhaylovo-Yartsevskoye,modern_panel,3,46.89,62700.00
Mikhaylovo-Yartsevskoye,monolith,2,46.89,62950.00
Mikhaylovo-Yartsevskoye,panel,3,46.9,68700.00
Mikhaylovo-Yartsevskoye,brick,1,46.9,88300.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.9,33400.00
Pervomayskoye,panel,1,46.91,51300.00
Pervomayskoye,monolith,2,46.92,91200.00
Pervomayskoye,modern_panel,3,46.92,58100.00
Pervomayskoye,brick,3,46.92,58400.00
Mikhaylovo-Yartsevskoye,panel,5,46.93,51200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.93,55600.00
Pervomayskoye,brick,1,46.94,81000.00
Mikhaylovo-Yartsevskoye,panel,4,46.95,67400.00
Mikhaylovo-Yartsevskoye,stalin,2,46.97,60200.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.97,35500.00
Mikhaylovo-Yartsevskoye,panel,3,46.98,40100.00
Mikhaylovo-Yartsevskoye,modern_panel,2,46.98,55200.00
Mikhaylovo-Yartsevskoye,brick,1,46.98,47200.00
Pervomayskoye,panel,2,46.99,50700.00
Pervomayskoye,panel,3,46.99,52100.00
Mikhaylovo-Yartsevskoye,panel,1,46.99,43800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,46.99,58600.00
Mikhaylovo-Yartsevskoye,panel,3,47,41600.00
Pervomayskoye,brick,2,47,50300.00
Mikhaylovo-Yartsevskoye,brick,3,47.01,63400.00
Pervomayskoye,khrushchev,4,47.01,41000.00
Pervomayskoye,modern_panel,2,47.01,101700.00
Mikhaylovo-Yartsevskoye,panel,1,47.02,41700.00
Mikhaylovo-Yartsevskoye,modern_panel,2,47.03,46400.00
Pervomayskoye,khrushchev,2,47.03,33800.00
Pervomayskoye,monolith,1,47.03,58100.00
Pervomayskoye,monolith,2,47.04,41700.00
Mikhaylovo-Yartsevskoye,panel,2,47.04,44500.00
Mikhaylovo-Yartsevskoye,panel,2,47.05,43100.00
Pervomayskoye,monolith,1,47.06,67700.00
Mikhaylovo-Yartsevskoye,brick,2,47.06,32600.00
Mikhaylovo-Yartsevskoye,stalin,2,47.06,73400.00
Pervomayskoye,modern_panel,1,47.07,47500.00
Pervomayskoye,stalin,2,47.07,84800.00
Pervomayskoye,brick,1,47.07,68400.00
Pervomayskoye,panel,2,47.07,62000.00
Mikhaylovo-Yartsevskoye,monolith,2,47.08,70900.00
Mikhaylovo-Yartsevskoye,khrushchev,2,47.08,50700.00
Mikhaylovo-Yartsevskoye,modern_panel,1,47.09,64600.00
Pervomayskoye,brick,2,47.09,62300.00
Mikhaylovo-Yartsevskoye,brick,3,47.09,72600.00
Pervomayskoye,modern_panel,2,47.1,54800.00
Mikhaylovo-Yartsevskoye,stalin,1,47.1,90200.00
Pervomayskoye,khrushchev,5,47.1,54300.00
Mikhaylovo-Yartsevskoye,khrushchev,2,47.12,45400.00
Pervomayskoye,khrushchev,3,47.12,53200.00
Mikhaylovo-Yartsevskoye,monolith,3,47.14,54800.00
Pervomayskoye,modern_panel,4,47.14,68600.00
Mikhaylovo-Yartsevskoye,brick,3,47.14,31000.00
Mikhaylovo-Yartsevskoye,panel,2,47.19,74400.00
Pervomayskoye,panel,3,47.19,57100.00
Pervomayskoye,monolith,2,47.2,61800.00
Pervomayskoye,brick,4,47.2,56000.00
Pervomayskoye,brick,3,47.2,71500.00
Mikhaylovo-Yartsevskoye,modern_panel,2,47.2,51300.00
Pervomayskoye,panel,2,47.2,62000.00
Mikhaylovo-Yartsevskoye,modern_panel,1,47.22,57000.00
Mikhaylovo-Yartsevskoye,monolith,3,47.22,33800.00
Mikhaylovo-Yartsevskoye,khrushchev,2,47.22,40700.00
Pervomayskoye,brick,3,47.22,54400.00
Mikhaylovo-Yartsevskoye,modern_panel,3,47.22,47700.00
Mikhaylovo-Yartsevskoye,brick,2,47.22,46400.00
Mikhaylovo-Yartsevskoye,stalin,1,47.23,61900.00
Pervomayskoye,monolith,1,47.25,56800.00
Mikhaylovo-Yartsevskoye,monolith,1,47.25,72500.00
Mikhaylovo-Yartsevskoye,modern_panel,1,47.25,57700.00
Mikhaylovo-Yartsevskoye,panel,2,47.25,57200.00
Pervomayskoye,khrushchev,2,47.26,36000.00
Mikhaylovo-Yartsevskoye,modern_panel,3,47.26,50500.00
Pervomayskoye,monolith,2,47.26,40600.00
Mikhaylovo-Yartsevskoye,brick,2,47.26,67800.00
Pervomayskoye,panel,3,47.27,38900.00
Mikhaylovo-Yartsevskoye,panel,3,47.27,85200.00
Pervomayskoye,brick,2,47.27,56400.00
Pervomayskoye,monolith,2,47.28,71200.00
Pervomayskoye,khrushchev,3,47.29,46300.00
Pervomayskoye,monolith,1,47.29,66200.00
Pervomayskoye,brick,2,47.3,55600.00
Mikhaylovo-Yartsevskoye,panel,1,47.3,45900.00
Pervomayskoye,panel,3,47.3,42100.00
Pervomayskoye,monolith,1,47.31,61700.00
Mikhaylovo-Yartsevskoye,modern_panel,2,47.31,45000.00
Mikhaylovo-Yartsevskoye,panel,2,47.31,63800.00
Mikhaylovo-Yartsevskoye,modern_panel,1,47.31,58000.00
Mikhaylovo-Yartsevskoye,khrushchev,3,47.31,55600.00
Pervomayskoye,brick,5,47.31,33500.00
Mikhaylovo-Yartsevskoye,modern_panel,2,47.32,54700.00
Pervomayskoye,stalin,2,47.33,90900.00
Pervomayskoye,panel,1,47.34,52500.00
Pervomayskoye,monolith,1,47.35,84800.00
Mikhaylovo-Yartsevskoye,khrushchev,3,47.36,39200.00
Mikhaylovo-Yartsevskoye,brick,1,47.37,40900.00
Pervomayskoye,khrushchev,2,47.37,45100.00
Pervomayskoye,brick,3,47.38,64400.00
Pervomayskoye,stalin,3,47.39,83000.00
Pervomayskoye,khrushchev,3,47.39,48600.00
Pervomayskoye,panel,2,47.39,49400.00
Pervomayskoye,brick,1,47.39,82400.00
Mikhaylovo-Yartsevskoye,monolith,2,47.39,60700.00
Pervomayskoye,stalin,1,47.39,73300.00
Mikhaylovo-Yartsevskoye,panel,2,47.39,69900.00
Mikhaylovo-Yartsevskoye,panel,3,47.4,41300.00
Pervomayskoye,modern_panel,3,47.42,63500.00
Mikhaylovo-Yartsevskoye,panel,3,47.42,66200.00
Mikhaylovo-Yartsevskoye,modern_panel,1,47.43,39500.00
Pervomayskoye,panel,4,47.43,39900.00
Pervomayskoye,monolith,3,47.43,49100.00
Mikhaylovo-Yartsevskoye,brick,2,47.44,54500.00
Pervomayskoye,panel,2,47.45,55400.00
Mikhaylovo-Yartsevskoye,panel,3,47.46,85100.00
Pervomayskoye,stalin,2,47.46,67100.00
Pervomayskoye,khrushchev,2,47.46,73700.00
Pervomayskoye,monolith,2,47.46,49500.00
Pervomayskoye,stalin,3,47.47,78300.00
Pervomayskoye,modern_panel,2,47.47,66000.00
Mikhaylovo-Yartsevskoye,panel,3,47.47,52900.00
Pervomayskoye,panel,2,47.48,53200.00
